"author","Id","Label","party","PEC135","avg_followers","total_posts","type","PDR_posts"
,"domain::minasreporter","minasreporter","NotApplicable",-1,0,0,"domain",
,"domain::amazonas1","amazonas1","NotApplicable",-1,0,0,"domain",
,"domain::diariodepetropolis","diariodepetropolis","NotApplicable",-1,0,0,"domain",
,"domain::paypal","paypal","NotApplicable",-1,0,0,"domain",
,"domain::correiopioneiro","correiopioneiro","NotApplicable",-1,0,0,"domain",
,"domain::perinibusinesspark","perinibusinesspark","NotApplicable",-1,0,0,"domain",
,"domain::undime","undime","NotApplicable",-1,0,0,"domain",
,"domain::glaustinfokus","glaustinfokus","NotApplicable",-1,0,0,"domain",
,"domain::maskate.news","maskate.news","NotApplicable",-1,0,0,"domain",
,"domain::bloomberg","bloomberg","NotApplicable",-1,0,0,"domain",
,"domain::radiowebcp","radiowebcp","NotApplicable",-1,0,0,"domain",
,"domain::tse.jus.br","tse.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::sindmetalsjc","sindmetalsjc","NotApplicable",-1,0,0,"domain",
,"domain::blogdokielmartins","blogdokielmartins","NotApplicable",-1,0,0,"domain",
,"domain::diariodigital","diariodigital","NotApplicable",-1,0,0,"domain",
,"domain::bandnewsfmcuritiba","bandnewsfmcuritiba","NotApplicable",-1,0,0,"domain",
,"domain::ptbahia","ptbahia","NotApplicable",-1,0,0,"domain",
,"domain::hurb","hurb","NotApplicable",-1,0,0,"domain",
,"domain::interc.pt","interc.pt","NotApplicable",-1,0,0,"domain",
,"domain::diarioregional","diarioregional","NotApplicable",-1,0,0,"domain",
,"domain::templariodemaria","templariodemaria","NotApplicable",-1,0,0,"domain",
,"domain::adorocinema","adorocinema","NotApplicable",-1,0,0,"domain",
,"domain::ricardoantunes","ricardoantunes","NotApplicable",-1,0,0,"domain",
,"domain::perpetuafederal","perpetuafederal","NotApplicable",-1,0,0,"domain",
,"domain::senac.br","senac.br","NotApplicable",-1,0,0,"domain",
,"domain::orondoniense","orondoniense","NotApplicable",-1,0,0,"domain",
,"domain::aloalobahia","aloalobahia","NotApplicable",-1,0,0,"domain",
,"domain::emdesconstrucao","emdesconstrucao","NotApplicable",-1,0,0,"domain",
,"domain::roraima1","roraima1","NotApplicable",-1,0,0,"domain",
,"domain::chopinzinho.pr.gov.br","chopinzinho.pr.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::clickcatarina","clickcatarina","NotApplicable",-1,0,0,"domain",
,"domain::4oito","4oito","NotApplicable",-1,0,0,"domain",
,"domain::sonoticias","sonoticias","NotApplicable",-1,0,0,"domain",
,"domain::souenfermagem","souenfermagem","NotApplicable",-1,0,0,"domain",
,"domain::folhadoprogresso","folhadoprogresso","NotApplicable",-1,0,0,"domain",
,"domain::g7ma","g7ma","NotApplicable",-1,0,0,"domain",
,"domain::professorjoziel.blogspot","professorjoziel.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::mapadaviolenciadegenero","mapadaviolenciadegenero","NotApplicable",-1,0,0,"domain",
,"domain::portalods","portalods","NotApplicable",-1,0,0,"domain",
,"domain::folhacentrosul","folhacentrosul","NotApplicable",-1,0,0,"domain",
,"domain::udop","udop","NotApplicable",-1,0,0,"domain",
,"domain::psolnacamara","psolnacamara","NotApplicable",-1,0,0,"domain",
,"domain::sindipetrolp","sindipetrolp","NotApplicable",-1,0,0,"domain",
,"domain::naomeperturbe","naomeperturbe","NotApplicable",-1,0,0,"domain",
,"domain::ugeirmsindicato","ugeirmsindicato","NotApplicable",-1,0,0,"domain",
,"domain::roc-taiwan","roc-taiwan","NotApplicable",-1,0,0,"domain",
,"domain::muvucapopular","muvucapopular","NotApplicable",-1,0,0,"domain",
,"domain::andrequintao","andrequintao","NotApplicable",-1,0,0,"domain",
,"domain::tasabendo","tasabendo","NotApplicable",-1,0,0,"domain",
,"domain::rbj","rbj","NotApplicable",-1,0,0,"domain",
,"domain::obviousmag","obviousmag","NotApplicable",-1,0,0,"domain",
,"domain::griclub","griclub","NotApplicable",-1,0,0,"domain",
,"domain::abcdmaior","abcdmaior","NotApplicable",-1,0,0,"domain",
,"domain::wilsonsantiago","wilsonsantiago","NotApplicable",-1,0,0,"domain",
,"domain::portaldiario","portaldiario","NotApplicable",-1,0,0,"domain",
,"domain::mctic.gov.br","mctic.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::radioterena","radioterena","NotApplicable",-1,0,0,"domain",
,"domain::donnysilva","donnysilva","NotApplicable",-1,0,0,"domain",
,"domain::raps","raps","NotApplicable",-1,0,0,"domain",
,"domain::mariadorosario","mariadorosario","NotApplicable",-1,0,0,"domain",
,"domain::agenciacomunidade.blogspot","agenciacomunidade.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::expressaobahia","expressaobahia","NotApplicable",-1,0,0,"domain",
,"domain::aovivo","aovivo","NotApplicable",-1,0,0,"domain",
,"domain::epochtimes","epochtimes","NotApplicable",-1,0,0,"domain",
,"domain::jornaldoestadoms","jornaldoestadoms","NotApplicable",-1,0,0,"domain",
,"domain::agorajoinville","agorajoinville","NotApplicable",-1,0,0,"domain",
,"domain::xvcuritiba","xvcuritiba","NotApplicable",-1,0,0,"domain",
,"domain::zeneto","zeneto","NotApplicable",-1,0,0,"domain",
,"domain::tribunadeituverava","tribunadeituverava","NotApplicable",-1,0,0,"domain",
,"domain::ferrazdevasconcelos.sp.gov.br","ferrazdevasconcelos.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::reformadaprevidenciabrasil","reformadaprevidenciabrasil","NotApplicable",-1,0,0,"domain",
,"domain::andrebrito","andrebrito","NotApplicable",-1,0,0,"domain",
,"domain::portalholofote","portalholofote","NotApplicable",-1,0,0,"domain",
,"domain::pompeo","pompeo","NotApplicable",-1,0,0,"domain",
,"domain::jornalterceiraopiniao","jornalterceiraopiniao","NotApplicable",-1,0,0,"domain",
,"domain::brasilparalelo","brasilparalelo","NotApplicable",-1,0,0,"domain",
,"domain::revistavisao","revistavisao","NotApplicable",-1,0,0,"domain",
,"domain::fndc","fndc","NotApplicable",-1,0,0,"domain",
,"domain::mdh.gov.br","mdh.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::ohoje","ohoje","NotApplicable",-1,0,0,"domain",
,"domain::radiouniversitariafm","radiouniversitariafm","NotApplicable",-1,0,0,"domain",
,"domain::wilsoncenter","wilsoncenter","NotApplicable",-1,0,0,"domain",
,"domain::telepadi","telepadi","NotApplicable",-1,0,0,"domain",
,"domain::greenpeace","greenpeace","NotApplicable",-1,0,0,"domain",
,"domain::radiosaovivo.net","radiosaovivo.net","NotApplicable",-1,0,0,"domain",
,"domain::portaldoanimal","portaldoanimal","NotApplicable",-1,0,0,"domain",
,"domain::bacana.news","bacana.news","NotApplicable",-1,0,0,"domain",
,"domain::flickr","flickr","NotApplicable",-1,0,0,"domain",
,"domain::tjap.jus.br","tjap.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::portalfc","portalfc","NotApplicable",-1,0,0,"domain",
,"domain::ururau","ururau","NotApplicable",-1,0,0,"domain",
,"domain::gtagenda2030","gtagenda2030","NotApplicable",-1,0,0,"domain",
,"domain::blogdomingoscosta","blogdomingoscosta","NotApplicable",-1,0,0,"domain",
,"domain::freedom.press","freedom.press","NotApplicable",-1,0,0,"domain",
,"domain::gazetasp","gazetasp","NotApplicable",-1,0,0,"domain",
,"domain::independent.co.uk","independent.co.uk","NotApplicable",-1,0,0,"domain",
,"domain::rdplanalto","rdplanalto","NotApplicable",-1,0,0,"domain",
,"domain::interior","interior","NotApplicable",-1,0,0,"domain",
,"domain::atmosferaonline","atmosferaonline","NotApplicable",-1,0,0,"domain",
,"domain::ufrr.br","ufrr.br","NotApplicable",-1,0,0,"domain",
,"domain::worldcoffeeproducersforum","worldcoffeeproducersforum","NotApplicable",-1,0,0,"domain",
,"domain::correiodesantana","correiodesantana","NotApplicable",-1,0,0,"domain",
,"domain::doistercos","doistercos","NotApplicable",-1,0,0,"domain",
,"domain::soumaisnoticias","soumaisnoticias","NotApplicable",-1,0,0,"domain",
,"domain::folhadonoroeste","folhadonoroeste","NotApplicable",-1,0,0,"domain",
,"domain::24h","24h","NotApplicable",-1,0,0,"domain",
,"domain::deolhonailha","deolhonailha","NotApplicable",-1,0,0,"domain",
,"domain::uft.edu.br","uft.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::florestanoticias","florestanoticias","NotApplicable",-1,0,0,"domain",
,"domain::fjmangabeira","fjmangabeira","NotApplicable",-1,0,0,"domain",
,"domain::nortelivre","nortelivre","NotApplicable",-1,0,0,"domain",
,"domain::portalfatosenoticias","portalfatosenoticias","NotApplicable",-1,0,0,"domain",
,"domain::ifce.edu.br","ifce.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::jornalaguaverde","jornalaguaverde","NotApplicable",-1,0,0,"domain",
,"domain::oindependente.net","oindependente.net","NotApplicable",-1,0,0,"domain",
,"domain::unifesp.br","unifesp.br","NotApplicable",-1,0,0,"domain",
,"domain::araguaianews","araguaianews","NotApplicable",-1,0,0,"domain",
,"domain::cn1","cn1","NotApplicable",-1,0,0,"domain",
,"domain::nationalgeographicbrasil","nationalgeographicbrasil","NotApplicable",-1,0,0,"domain",
,"domain::evernote","evernote","NotApplicable",-1,0,0,"domain",
,"domain::tabataamaral","tabataamaral","NotApplicable",-1,0,0,"domain",
,"domain::diariodosudoeste","diariodosudoeste","NotApplicable",-1,0,0,"domain",
,"domain::op9","op9","NotApplicable",-1,0,0,"domain",
,"domain::tvjornal","tvjornal","NotApplicable",-1,0,0,"domain",
,"domain::abc.es","abc.es","NotApplicable",-1,0,0,"domain",
,"domain::siamig","siamig","NotApplicable",-1,0,0,"domain",
,"domain::cadaminuto","cadaminuto","NotApplicable",-1,0,0,"domain",
,"domain::justsharedthis.info","justsharedthis.info","NotApplicable",-1,0,0,"domain",
,"domain::vilavelha.es.leg.br","vilavelha.es.leg.br","NotApplicable",-1,0,0,"domain",
,"domain::leiaogazeta","leiaogazeta","NotApplicable",-1,0,0,"domain",
,"domain::cutrs","cutrs","NotApplicable",-1,0,0,"domain",
,"domain::fiquebeminformado","fiquebeminformado","NotApplicable",-1,0,0,"domain",
,"domain::semanaon","semanaon","NotApplicable",-1,0,0,"domain",
,"domain::virtualmamore","virtualmamore","NotApplicable",-1,0,0,"domain",
,"domain::bebemamae","bebemamae","NotApplicable",-1,0,0,"domain",
,"domain::contadores.cnt.br","contadores.cnt.br","NotApplicable",-1,0,0,"domain",
,"domain::tumblr","tumblr","NotApplicable",-1,0,0,"domain",
,"domain::novacartografiasocial","novacartografiasocial","NotApplicable",-1,0,0,"domain",
,"domain::gilmarsantos","gilmarsantos","NotApplicable",-1,0,0,"domain",
,"domain::netflix","netflix","NotApplicable",-1,0,0,"domain",
,"domain::observatoriodatv","observatoriodatv","NotApplicable",-1,0,0,"domain",
,"domain::democraciaemvertigem","democraciaemvertigem","NotApplicable",-1,0,0,"domain",
,"domain::jornaldelavras","jornaldelavras","NotApplicable",-1,0,0,"domain",
,"domain::coronelchrisostomo","coronelchrisostomo","NotApplicable",-1,0,0,"domain",
,"domain::fmetropolitana","fmetropolitana","NotApplicable",-1,0,0,"domain",
,"domain::cancaonova","cancaonova","NotApplicable",-1,0,0,"domain",
,"domain::cgn.inf.br","cgn.inf.br","NotApplicable",-1,0,0,"domain",
,"domain::martinbehrend","martinbehrend","NotApplicable",-1,0,0,"domain",
,"domain::rollingstone","rollingstone","NotApplicable",-1,0,0,"domain",
,"domain::pm.pb.gov.br","pm.pb.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::igortimo","igortimo","NotApplicable",-1,0,0,"domain",
,"domain::parlamentomercosur","parlamentomercosur","NotApplicable",-1,0,0,"domain",
,"domain::topbuzz","topbuzz","NotApplicable",-1,0,0,"domain",
,"domain::portalsinalverde","portalsinalverde","NotApplicable",-1,0,0,"domain",
,"domain::vejario","vejario","NotApplicable",-1,0,0,"domain",
,"domain::hospedagemdesites.ws","hospedagemdesites.ws","NotApplicable",-1,0,0,"domain",
,"domain::quicando","quicando","NotApplicable",-1,0,0,"domain",
,"domain::worldpress","worldpress","NotApplicable",-1,0,0,"domain",
,"domain::mpsp.mp.br","mpsp.mp.br","NotApplicable",-1,0,0,"domain",
,"domain::f5","f5","NotApplicable",-1,0,0,"domain",
,"domain::nzn.me","nzn.me","NotApplicable",-1,0,0,"domain",
,"domain::redecerrado","redecerrado","NotApplicable",-1,0,0,"domain",
,"domain::gostariadeir","gostariadeir","NotApplicable",-1,0,0,"domain",
,"domain::cataamazon.net","cataamazon.net","NotApplicable",-1,0,0,"domain",
,"domain::dol","dol","NotApplicable",-1,0,0,"domain",
,"domain::manausalerta","manausalerta","NotApplicable",-1,0,0,"domain",
,"domain::cidadania23pr","cidadania23pr","NotApplicable",-1,0,0,"domain",
,"domain::acontecebotucatu","acontecebotucatu","NotApplicable",-1,0,0,"domain",
,"domain::ibraspal","ibraspal","NotApplicable",-1,0,0,"domain",
,"domain::ybyfestival","ybyfestival","NotApplicable",-1,0,0,"domain",
,"domain::educadoraam","educadoraam","NotApplicable",-1,0,0,"domain",
,"domain::expressoamazonia","expressoamazonia","NotApplicable",-1,0,0,"domain",
,"domain::leiagora","leiagora","NotApplicable",-1,0,0,"domain",
,"domain::ararasempauta","ararasempauta","NotApplicable",-1,0,0,"domain",
,"domain::spreaker","spreaker","NotApplicable",-1,0,0,"domain",
,"domain::radarsergipe","radarsergipe","NotApplicable",-1,0,0,"domain",
,"domain::cmb","cmb","NotApplicable",-1,0,0,"domain",
,"domain::msnews","msnews","NotApplicable",-1,0,0,"domain",
,"domain::atribunanaweb","atribunanaweb","NotApplicable",-1,0,0,"domain",
,"domain::diariodomucuri","diariodomucuri","NotApplicable",-1,0,0,"domain",
,"domain::adobe","adobe","NotApplicable",-1,0,0,"domain",
,"domain::oitomeia","oitomeia","NotApplicable",-1,0,0,"domain",
,"domain::noamazonaseassim","noamazonaseassim","NotApplicable",-1,0,0,"domain",
,"domain::noticiasdematogrosso","noticiasdematogrosso","NotApplicable",-1,0,0,"domain",
,"domain::intervozes","intervozes","NotApplicable",-1,0,0,"domain",
,"domain::aljazeera","aljazeera","NotApplicable",-1,0,0,"domain",
,"domain::conectas","conectas","NotApplicable",-1,0,0,"domain",
,"domain::virgula","virgula","NotApplicable",-1,0,0,"domain",
,"domain::martinvarao","martinvarao","NotApplicable",-1,0,0,"domain",
,"domain::maisminas","maisminas","NotApplicable",-1,0,0,"domain",
,"domain::omelhordaamazonia","omelhordaamazonia","NotApplicable",-1,0,0,"domain",
,"domain::socientifica","socientifica","NotApplicable",-1,0,0,"domain",
,"domain::michelteixeira","michelteixeira","NotApplicable",-1,0,0,"domain",
,"domain::broadcast","broadcast","NotApplicable",-1,0,0,"domain",
,"domain::escoladotrabalhador.gov.br","escoladotrabalhador.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::sbtinterior","sbtinterior","NotApplicable",-1,0,0,"domain",
,"domain::vivabem.uol","vivabem.uol","NotApplicable",-1,0,0,"domain",
,"domain::radioabc","radioabc","NotApplicable",-1,0,0,"domain",
,"domain::casacor","casacor","NotApplicable",-1,0,0,"domain",
,"domain::oabrj","oabrj","NotApplicable",-1,0,0,"domain",
,"domain::unacon","unacon","NotApplicable",-1,0,0,"domain",
,"domain::tvcultura","tvcultura","NotApplicable",-1,0,0,"domain",
,"domain::criancasegura","criancasegura","NotApplicable",-1,0,0,"domain",
,"domain::socialradio","socialradio","NotApplicable",-1,0,0,"domain",
,"domain::rbtv","rbtv","NotApplicable",-1,0,0,"domain",
,"domain::capitaowagner","capitaowagner","NotApplicable",-1,0,0,"domain",
,"domain::blogdomello.blogspot","blogdomello.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::portaldoamaral","portaldoamaral","NotApplicable",-1,0,0,"domain",
,"domain::priscilapetrus","priscilapetrus","NotApplicable",-1,0,0,"domain",
,"domain::tutameia.jor.br","tutameia.jor.br","NotApplicable",-1,0,0,"domain",
,"domain::vatican.va","vatican.va","NotApplicable",-1,0,0,"domain",
,"domain::santoantoniodepadua.rj.leg.br","santoantoniodepadua.rj.leg.br","NotApplicable",-1,0,0,"domain",
,"domain::tudojaexiste","tudojaexiste","NotApplicable",-1,0,0,"domain",
,"domain::csb","csb","NotApplicable",-1,0,0,"domain",
,"domain::carros.uol","carros.uol","NotApplicable",-1,0,0,"domain",
,"domain::clp","clp","NotApplicable",-1,0,0,"domain",
,"domain::deputadofederalandreabdon.blogspot","deputadofederalandreabdon.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::lagartonoticias","lagartonoticias","NotApplicable",-1,0,0,"domain",
,"domain::amame","amame","NotApplicable",-1,0,0,"domain",
,"domain::douradosagora","douradosagora","NotApplicable",-1,0,0,"domain",
,"domain::plox","plox","NotApplicable",-1,0,0,"domain",
,"domain::bemplease","bemplease","NotApplicable",-1,0,0,"domain",
,"domain::ingresso","ingresso","NotApplicable",-1,0,0,"domain",
,"domain::thisisplace","thisisplace","NotApplicable",-1,0,0,"domain",
,"domain::luizarmandocosta","luizarmandocosta","NotApplicable",-1,0,0,"domain",
,"domain::larepublica.pe","larepublica.pe","NotApplicable",-1,0,0,"domain",
,"domain::ufpr.br","ufpr.br","NotApplicable",-1,0,0,"domain",
,"domain::onlinecursosgratuitos","onlinecursosgratuitos","NotApplicable",-1,0,0,"domain",
,"domain::catiororeflexivo","catiororeflexivo","NotApplicable",-1,0,0,"domain",
,"domain::palavradopovo","palavradopovo","NotApplicable",-1,0,0,"domain",
,"domain::diariosm","diariosm","NotApplicable",-1,0,0,"domain",
,"domain::portalvalenoticias","portalvalenoticias","NotApplicable",-1,0,0,"domain",
,"domain::carlazambelli","carlazambelli","NotApplicable",-1,0,0,"domain",
,"domain::gife","gife","NotApplicable",-1,0,0,"domain",
,"domain::ctn","ctn","NotApplicable",-1,0,0,"domain",
,"domain::jesocarneiro","jesocarneiro","NotApplicable",-1,0,0,"domain",
,"domain::hospitaldebase","hospitaldebase","NotApplicable",-1,0,0,"domain",
,"domain::portalnovonorte","portalnovonorte","NotApplicable",-1,0,0,"domain",
,"domain::euqueroinvestir","euqueroinvestir","NotApplicable",-1,0,0,"domain",
,"domain::culturaniteroi","culturaniteroi","NotApplicable",-1,0,0,"domain",
,"domain::woobox","woobox","NotApplicable",-1,0,0,"domain",
,"domain::radiosanfm","radiosanfm","NotApplicable",-1,0,0,"domain",
,"domain::melhoresdestinos","melhoresdestinos","NotApplicable",-1,0,0,"domain",
,"domain::raizpopular.ong.br","raizpopular.ong.br","NotApplicable",-1,0,0,"domain",
,"domain::segundainstancia","segundainstancia","NotApplicable",-1,0,0,"domain",
,"domain::liabock","liabock","NotApplicable",-1,0,0,"domain",
,"domain::folhadojurua","folhadojurua","NotApplicable",-1,0,0,"domain",
,"domain::redevida","redevida","NotApplicable",-1,0,0,"domain",
,"domain::sbradioterapia","sbradioterapia","NotApplicable",-1,0,0,"domain",
,"domain::odiario.net","odiario.net","NotApplicable",-1,0,0,"domain",
,"domain::epaca","epaca","NotApplicable",-1,0,0,"domain",
,"domain::thaisagalvao","thaisagalvao","NotApplicable",-1,0,0,"domain",
,"domain::derrite","derrite","NotApplicable",-1,0,0,"domain",
,"domain::sensoincomum","sensoincomum","NotApplicable",-1,0,0,"domain",
,"domain::teletime","teletime","NotApplicable",-1,0,0,"domain",
,"domain::hearthis.at","hearthis.at","NotApplicable",-1,0,0,"domain",
,"domain::dm","dm","NotApplicable",-1,0,0,"domain",
,"domain::linkedin","linkedin","NotApplicable",-1,0,0,"domain",
,"domain::barragrande24horas","barragrande24horas","NotApplicable",-1,0,0,"domain",
,"domain::webdiario","webdiario","NotApplicable",-1,0,0,"domain",
,"domain::dojequi","dojequi","NotApplicable",-1,0,0,"domain",
,"domain::solidariedaderj","solidariedaderj","NotApplicable",-1,0,0,"domain",
,"domain::historiascomvalor","historiascomvalor","NotApplicable",-1,0,0,"domain",
,"domain::reportertempo","reportertempo","NotApplicable",-1,0,0,"domain",
,"domain::inforel","inforel","NotApplicable",-1,0,0,"domain",
,"domain::revistaprincipios","revistaprincipios","NotApplicable",-1,0,0,"domain",
,"domain::editalconcursosbrasil","editalconcursosbrasil","NotApplicable",-1,0,0,"domain",
,"domain::adepoldobrasil","adepoldobrasil","NotApplicable",-1,0,0,"domain",
,"domain::rededoesporte.gov.br","rededoesporte.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::radaramazonico","radaramazonico","NotApplicable",-1,0,0,"domain",
,"domain::al.ce.gov.br","al.ce.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::visualcapitalist","visualcapitalist","NotApplicable",-1,0,0,"domain",
,"domain::abdib","abdib","NotApplicable",-1,0,0,"domain",
,"domain::sdr.ba.gov.br","sdr.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::agenciainfra","agenciainfra","NotApplicable",-1,0,0,"domain",
,"domain::deamazonia","deamazonia","NotApplicable",-1,0,0,"domain",
,"domain::revistaquem.globo","revistaquem.globo","NotApplicable",-1,0,0,"domain",
,"domain::caras","caras","NotApplicable",-1,0,0,"domain",
,"domain::blogdojordanbezerra","blogdojordanbezerra","NotApplicable",-1,0,0,"domain",
,"domain::inzotumbansi","inzotumbansi","NotApplicable",-1,0,0,"domain",
,"domain::novaiguacu.rj.gov.br","novaiguacu.rj.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::johncutrim","johncutrim","NotApplicable",-1,0,0,"domain",
,"domain::mailchi.mp","mailchi.mp","NotApplicable",-1,0,0,"domain",
,"domain::fmintegracao","fmintegracao","NotApplicable",-1,0,0,"domain",
,"domain::camilovannuchi","camilovannuchi","NotApplicable",-1,0,0,"domain",
,"domain::plantao190","plantao190","NotApplicable",-1,0,0,"domain",
,"domain::cutbrasilia","cutbrasilia","NotApplicable",-1,0,0,"domain",
,"domain::mtcidades","mtcidades","NotApplicable",-1,0,0,"domain",
,"domain::gazetabrasil","gazetabrasil","NotApplicable",-1,0,0,"domain",
,"domain::scempauta","scempauta","NotApplicable",-1,0,0,"domain",
,"domain::setur.es.gov.br","setur.es.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::araguainanoticias","araguainanoticias","NotApplicable",-1,0,0,"domain",
,"domain::cnj.jus.br","cnj.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::doamapa","doamapa","NotApplicable",-1,0,0,"domain",
,"domain::reportermaceio","reportermaceio","NotApplicable",-1,0,0,"domain",
,"domain::bahiaeconomica","bahiaeconomica","NotApplicable",-1,0,0,"domain",
,"domain::revistacanavieiros","revistacanavieiros","NotApplicable",-1,0,0,"domain",
,"domain::simoesfilhoonline","simoesfilhoonline","NotApplicable",-1,0,0,"domain",
,"domain::partiuintercambio","partiuintercambio","NotApplicable",-1,0,0,"domain",
,"domain::gazetadearacuai","gazetadearacuai","NotApplicable",-1,0,0,"domain",
,"domain::jornalvalenet","jornalvalenet","NotApplicable",-1,0,0,"domain",
,"domain::robertocrispim","robertocrispim","NotApplicable",-1,0,0,"domain",
,"domain::tribunadoreconcavo","tribunadoreconcavo","NotApplicable",-1,0,0,"domain",
,"domain::paolamachado","paolamachado","NotApplicable",-1,0,0,"domain",
,"domain::centroculturalfiesp","centroculturalfiesp","NotApplicable",-1,0,0,"domain",
,"domain::federarroz","federarroz","NotApplicable",-1,0,0,"domain",
,"domain::18horas","18horas","NotApplicable",-1,0,0,"domain",
,"domain::welessonoliveira","welessonoliveira","NotApplicable",-1,0,0,"domain",
,"domain::portal.ap.gov.br","portal.ap.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::almg.gov.br","almg.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::agronewsbrasil","agronewsbrasil","NotApplicable",-1,0,0,"domain",
,"domain::saude","saude","NotApplicable",-1,0,0,"domain",
,"domain::miltonvieira","miltonvieira","NotApplicable",-1,0,0,"domain",
,"domain::sindsprev","sindsprev","NotApplicable",-1,0,0,"domain",
,"domain::plantao24horasnews","plantao24horasnews","NotApplicable",-1,0,0,"domain",
,"domain::coopercitrus","coopercitrus","NotApplicable",-1,0,0,"domain",
,"domain::jornaluniao","jornaluniao","NotApplicable",-1,0,0,"domain",
,"domain::ocb","ocb","NotApplicable",-1,0,0,"domain",
,"domain::dercio","dercio","NotApplicable",-1,0,0,"domain",
,"domain::agazeta","agazeta","NotApplicable",-1,0,0,"domain",
,"domain::inovenews","inovenews","NotApplicable",-1,0,0,"domain",
,"domain::pemais","pemais","NotApplicable",-1,0,0,"domain",
,"domain::arthuroliveiramaia","arthuroliveiramaia","NotApplicable",-1,0,0,"domain",
,"domain::unica","unica","NotApplicable",-1,0,0,"domain",
,"domain::simpa","simpa","NotApplicable",-1,0,0,"domain",
,"domain::radiofmz","radiofmz","NotApplicable",-1,0,0,"domain",
,"domain::oaltouruguai","oaltouruguai","NotApplicable",-1,0,0,"domain",
,"domain::minuanofm","minuanofm","NotApplicable",-1,0,0,"domain",
,"domain::blogdoreinaldo","blogdoreinaldo","NotApplicable",-1,0,0,"domain",
,"domain::revistaesmeril","revistaesmeril","NotApplicable",-1,0,0,"domain",
,"domain::blogdoorion","blogdoorion","NotApplicable",-1,0,0,"domain",
,"domain::pressreader","pressreader","NotApplicable",-1,0,0,"domain",
,"domain::expansion","expansion","NotApplicable",-1,0,0,"domain",
,"domain::gay1.lgbt","gay1.lgbt","NotApplicable",-1,0,0,"domain",
,"domain::paranagua.pr.gov.br","paranagua.pr.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::h2foz","h2foz","NotApplicable",-1,0,0,"domain",
,"domain::cointimes","cointimes","NotApplicable",-1,0,0,"domain",
,"domain::cidadania23","cidadania23","NotApplicable",-1,0,0,"domain",
,"domain::blogdoedisonsilva","blogdoedisonsilva","NotApplicable",-1,0,0,"domain",
,"domain::diretodebrasilia.net.br","diretodebrasilia.net.br","NotApplicable",-1,0,0,"domain",
,"domain::tribunadointerior","tribunadointerior","NotApplicable",-1,0,0,"domain",
,"domain::amazonianativa","amazonianativa","NotApplicable",-1,0,0,"domain",
,"domain::cancer","cancer","NotApplicable",-1,0,0,"domain",
,"domain::novomomento","novomomento","NotApplicable",-1,0,0,"domain",
,"domain::radio95fm","radio95fm","NotApplicable",-1,0,0,"domain",
,"domain::exitoina","exitoina","NotApplicable",-1,0,0,"domain",
,"domain::blogdomarcosjunior","blogdomarcosjunior","NotApplicable",-1,0,0,"domain",
,"domain::apiboficial","apiboficial","NotApplicable",-1,0,0,"domain",
,"domain::entre-duas-culturas.de","entre-duas-culturas.de","NotApplicable",-1,0,0,"domain",
,"domain::portaldbo","portaldbo","NotApplicable",-1,0,0,"domain",
,"domain::autopapo","autopapo","NotApplicable",-1,0,0,"domain",
,"domain::revistaaluminio","revistaaluminio","NotApplicable",-1,0,0,"domain",
,"domain::diegoemir","diegoemir","NotApplicable",-1,0,0,"domain",
,"domain::elobservador.com.uy","elobservador.com.uy","NotApplicable",-1,0,0,"domain",
,"domain::srzd","srzd","NotApplicable",-1,0,0,"domain",
,"domain::opiniaocritica","opiniaocritica","NotApplicable",-1,0,0,"domain",
,"domain::ptalagoas","ptalagoas","NotApplicable",-1,0,0,"domain",
,"domain::xn--folhadefeij-0eb","xn--folhadefeij-0eb","NotApplicable",-1,0,0,"domain",
,"domain::mulheresrepublicanas10","mulheresrepublicanas10","NotApplicable",-1,0,0,"domain",
,"domain::gazetadetoledo","gazetadetoledo","NotApplicable",-1,0,0,"domain",
,"domain::linktr.ee","linktr.ee","NotApplicable",-1,0,0,"domain",
,"domain::beta","beta","NotApplicable",-1,0,0,"domain",
,"domain::portaldaeducativa.ms.gov.br","portaldaeducativa.ms.gov.br","NotApplicable",-1,0,0,"domain",
