"author","Id","Label","party","PEC135","avg_followers","total_posts","type","PDR_posts"
,"domain::diariodaplanicie","diariodaplanicie","NotApplicable",-1,0,0,"domain",
,"domain::idjovem","idjovem","NotApplicable",-1,0,0,"domain",
,"domain::tudooknoticias","tudooknoticias","NotApplicable",-1,0,0,"domain",
,"domain::rcnradio","rcnradio","NotApplicable",-1,0,0,"domain",
,"domain::guiagaysaopaulo","guiagaysaopaulo","NotApplicable",-1,0,0,"domain",
,"domain::bombeirosdf","bombeirosdf","NotApplicable",-1,0,0,"domain",
,"domain::theepochtimes","theepochtimes","NotApplicable",-1,0,0,"domain",
,"domain::mulherias","mulherias","NotApplicable",-1,0,0,"domain",
,"domain::gethsemani","gethsemani","NotApplicable",-1,0,0,"domain",
,"domain::contrapontoms","contrapontoms","NotApplicable",-1,0,0,"domain",
,"domain::super","super","NotApplicable",-1,0,0,"domain",
,"domain::gilbertolima","gilbertolima","NotApplicable",-1,0,0,"domain",
,"domain::terceirotempo","terceirotempo","NotApplicable",-1,0,0,"domain",
,"domain::tvsd","tvsd","NotApplicable",-1,0,0,"domain",
,"domain::guarainoticias","guarainoticias","NotApplicable",-1,0,0,"domain",
,"domain::unisanta.br","unisanta.br","NotApplicable",-1,0,0,"domain",
,"domain::abes-dn","abes-dn","NotApplicable",-1,0,0,"domain",
,"domain::republicanos10mg","republicanos10mg","NotApplicable",-1,0,0,"domain",
,"domain::clicpaverama","clicpaverama","NotApplicable",-1,0,0,"domain",
,"domain::artemisia","artemisia","NotApplicable",-1,0,0,"domain",
,"domain::midianews","midianews","NotApplicable",-1,0,0,"domain",
,"domain::camara-arq.sp.gov.br","camara-arq.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::portalgerais","portalgerais","NotApplicable",-1,0,0,"domain",
,"domain::atitudeto","atitudeto","NotApplicable",-1,0,0,"domain",
,"domain::paraibapolitica","paraibapolitica","NotApplicable",-1,0,0,"domain",
,"domain::ricardobanana","ricardobanana","NotApplicable",-1,0,0,"domain",
,"domain::vortex.media","vortex.media","NotApplicable",-1,0,0,"domain",
,"domain::revistatercalivre","revistatercalivre","NotApplicable",-1,0,0,"domain",
,"domain::jornalspreporter","jornalspreporter","NotApplicable",-1,0,0,"domain",
,"domain::camilocapiberibe","camilocapiberibe","NotApplicable",-1,0,0,"domain",
,"domain::luizaerundina","luizaerundina","NotApplicable",-1,0,0,"domain",
,"domain::esporteclubebahia","esporteclubebahia","NotApplicable",-1,0,0,"domain",
,"domain::bauru.sp.leg.br","bauru.sp.leg.br","NotApplicable",-1,0,0,"domain",
,"domain::blogdocavalcanti","blogdocavalcanti","NotApplicable",-1,0,0,"domain",
,"domain::iguatu.ce.gov.br","iguatu.ce.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::saopaulo.sp.leg.br","saopaulo.sp.leg.br","NotApplicable",-1,0,0,"domain",
,"domain::diariodorio","diariodorio","NotApplicable",-1,0,0,"domain",
,"domain::aonca","aonca","NotApplicable",-1,0,0,"domain",
,"domain::selesnafes","selesnafes","NotApplicable",-1,0,0,"domain",
,"domain::blogdoluciosorge","blogdoluciosorge","NotApplicable",-1,0,0,"domain",
,"domain::anac.gov.br","anac.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::espn","espn","NotApplicable",-1,0,0,"domain",
,"domain::reporterms","reporterms","NotApplicable",-1,0,0,"domain",
,"domain::thehindu","thehindu","NotApplicable",-1,0,0,"domain",
,"domain::bit.do","bit.do","NotApplicable",-1,0,0,"domain",
,"domain::abranet","abranet","NotApplicable",-1,0,0,"domain",
,"domain::aredacao","aredacao","NotApplicable",-1,0,0,"domain",
,"domain::deputadocarlosgomes.blogspot","deputadocarlosgomes.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::polibiobraga.blogspot","polibiobraga.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::caxias.rs.gov.br","caxias.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::mistobrasilia","mistobrasilia","NotApplicable",-1,0,0,"domain",
,"domain::diretrizesdedireita.blogspot","diretrizesdedireita.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::rodrigoratier","rodrigoratier","NotApplicable",-1,0,0,"domain",
,"domain::educacao.rn.gov.br","educacao.rn.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::constancarezende","constancarezende","NotApplicable",-1,0,0,"domain",
,"domain::revistaraca","revistaraca","NotApplicable",-1,0,0,"domain",
,"domain::blogdoflavianooliveira.blogspot","blogdoflavianooliveira.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::tecnologia.ig","tecnologia.ig","NotApplicable",-1,0,0,"domain",
,"domain::difusoradoxisto","difusoradoxisto","NotApplicable",-1,0,0,"domain",
,"domain::riogaylife","riogaylife","NotApplicable",-1,0,0,"domain",
,"domain::netflu","netflu","NotApplicable",-1,0,0,"domain",
,"domain::reconcavoonline","reconcavoonline","NotApplicable",-1,0,0,"domain",
,"domain::deputadocarloschiodini","deputadocarloschiodini","NotApplicable",-1,0,0,"domain",
,"domain::midiahoje","midiahoje","NotApplicable",-1,0,0,"domain",
,"domain::france24","france24","NotApplicable",-1,0,0,"domain",
,"domain::a-folhadovale","a-folhadovale","NotApplicable",-1,0,0,"domain",
,"domain::climainfo","climainfo","NotApplicable",-1,0,0,"domain",
,"domain::ufrgs.br","ufrgs.br","NotApplicable",-1,0,0,"domain",
,"domain::folhadirigida","folhadirigida","NotApplicable",-1,0,0,"domain",
,"domain::safraes","safraes","NotApplicable",-1,0,0,"domain",
,"domain::metropolenoticias","metropolenoticias","NotApplicable",-1,0,0,"domain",
,"domain::portalonorte","portalonorte","NotApplicable",-1,0,0,"domain",
,"domain::psolniteroi","psolniteroi","NotApplicable",-1,0,0,"domain",
,"domain::tribunadaproducao","tribunadaproducao","NotApplicable",-1,0,0,"domain",
,"domain::jornalempoderado","jornalempoderado","NotApplicable",-1,0,0,"domain",
,"domain::overidico","overidico","NotApplicable",-1,0,0,"domain",
,"domain::blogeduardodantas","blogeduardodantas","NotApplicable",-1,0,0,"domain",
,"domain::cfm","cfm","NotApplicable",-1,0,0,"domain",
,"domain::folhar","folhar","NotApplicable",-1,0,0,"domain",
,"domain::bsbcapital","bsbcapital","NotApplicable",-1,0,0,"domain",
,"domain::euideal","euideal","NotApplicable",-1,0,0,"domain",
,"domain::alguemavisa","alguemavisa","NotApplicable",-1,0,0,"domain",
,"domain::panoramaoffshore","panoramaoffshore","NotApplicable",-1,0,0,"domain",
,"domain::rejanedias","rejanedias","NotApplicable",-1,0,0,"domain",
,"domain::repubblica.it","repubblica.it","NotApplicable",-1,0,0,"domain",
,"domain::alpanirmesquita.blogspot","alpanirmesquita.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::jfrj.jus.br","jfrj.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::badalo","badalo","NotApplicable",-1,0,0,"domain",
,"domain::espost","espost","NotApplicable",-1,0,0,"domain",
,"domain::clickpb","clickpb","NotApplicable",-1,0,0,"domain",
,"domain::home.blog","home.blog","NotApplicable",-1,0,0,"domain",
,"domain::cmdcario","cmdcario","NotApplicable",-1,0,0,"domain",
,"domain::agenciabrasilia.df.gov.br","agenciabrasilia.df.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::noticiasdecampinas","noticiasdecampinas","NotApplicable",-1,0,0,"domain",
,"domain::comissaoarns","comissaoarns","NotApplicable",-1,0,0,"domain",
,"domain::vogue.globo","vogue.globo","NotApplicable",-1,0,0,"domain",
,"domain::agrolink","agrolink","NotApplicable",-1,0,0,"domain",
,"domain::tudogolpe","tudogolpe","NotApplicable",-1,0,0,"domain",
,"domain::manchetometro","manchetometro","NotApplicable",-1,0,0,"domain",
,"domain::livreconcorrencia","livreconcorrencia","NotApplicable",-1,0,0,"domain",
,"domain::oestadonet","oestadonet","NotApplicable",-1,0,0,"domain",
,"domain::psicologiasdobrasil","psicologiasdobrasil","NotApplicable",-1,0,0,"domain",
,"domain::seevissp","seevissp","NotApplicable",-1,0,0,"domain",
,"domain::anajure","anajure","NotApplicable",-1,0,0,"domain",
,"domain::paulonailson.blogspot","paulonailson.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::visaonoticiasmarilia","visaonoticiasmarilia","NotApplicable",-1,0,0,"domain",
,"domain::diariodigitalcapixaba","diariodigitalcapixaba","NotApplicable",-1,0,0,"domain",
,"domain::rioemcurso","rioemcurso","NotApplicable",-1,0,0,"domain",
,"domain::cbnmaringa","cbnmaringa","NotApplicable",-1,0,0,"domain",
,"domain::rccbrasil","rccbrasil","NotApplicable",-1,0,0,"domain",
,"domain::mpap.mp.br","mpap.mp.br","NotApplicable",-1,0,0,"domain",
,"domain::m2news","m2news","NotApplicable",-1,0,0,"domain",
,"domain::iree","iree","NotApplicable",-1,0,0,"domain",
,"domain::dpontawebnews","dpontawebnews","NotApplicable",-1,0,0,"domain",
,"domain::guiadasemana","guiadasemana","NotApplicable",-1,0,0,"domain",
,"domain::agoranoticiasbrasil","agoranoticiasbrasil","NotApplicable",-1,0,0,"domain",
,"domain::joselitomuller","joselitomuller","NotApplicable",-1,0,0,"domain",
,"domain::portalsantarem","portalsantarem","NotApplicable",-1,0,0,"domain",
,"domain::ft","ft","NotApplicable",-1,0,0,"domain",
,"domain::psd-mg","psd-mg","NotApplicable",-1,0,0,"domain",
,"domain::livre.jor.br","livre.jor.br","NotApplicable",-1,0,0,"domain",
,"domain::upaonews","upaonews","NotApplicable",-1,0,0,"domain",
,"domain::gazetadoestado","gazetadoestado","NotApplicable",-1,0,0,"domain",
,"domain::diogoschelp","diogoschelp","NotApplicable",-1,0,0,"domain",
,"domain::metrocptm","metrocptm","NotApplicable",-1,0,0,"domain",
,"domain::visaooeste","visaooeste","NotApplicable",-1,0,0,"domain",
,"domain::saviobarbosapa.blogspot","saviobarbosapa.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::a12","a12","NotApplicable",-1,0,0,"domain",
,"domain::ramaral","ramaral","NotApplicable",-1,0,0,"domain",
,"domain::bombozila","bombozila","NotApplicable",-1,0,0,"domain",
,"domain::nataliabonavides","nataliabonavides","NotApplicable",-1,0,0,"domain",
,"domain::portalvoz","portalvoz","NotApplicable",-1,0,0,"domain",
,"domain::correiodobrasil","correiodobrasil","NotApplicable",-1,0,0,"domain",
,"domain::cbnribeirao","cbnribeirao","NotApplicable",-1,0,0,"domain",
,"domain::quatrocincoum","quatrocincoum","NotApplicable",-1,0,0,"domain",
,"domain::iranbarbosa","iranbarbosa","NotApplicable",-1,0,0,"domain",
,"domain::google.es","google.es","NotApplicable",-1,0,0,"domain",
,"domain::bolsonaro","bolsonaro","NotApplicable",-1,0,0,"domain",
,"domain::clicksergipe","clicksergipe","NotApplicable",-1,0,0,"domain",
,"domain::pscp.tv","pscp.tv","NotApplicable",-1,0,0,"domain",
,"domain::naosomosalvo","naosomosalvo","NotApplicable",-1,0,0,"domain",
,"domain::twibbon","twibbon","NotApplicable",-1,0,0,"domain",
,"domain::jetibaonline","jetibaonline","NotApplicable",-1,0,0,"domain",
,"domain::recife.pe.gov.br","recife.pe.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::camarapiracicaba.sp.gov.br","camarapiracicaba.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::geonoticias","geonoticias","NotApplicable",-1,0,0,"domain",
,"domain::diariodeuberlandia","diariodeuberlandia","NotApplicable",-1,0,0,"domain",
,"domain::oblumenauense","oblumenauense","NotApplicable",-1,0,0,"domain",
,"domain::portaldacapitalam","portaldacapitalam","NotApplicable",-1,0,0,"domain",
,"domain::unicopas","unicopas","NotApplicable",-1,0,0,"domain",
,"domain::drd","drd","NotApplicable",-1,0,0,"domain",
,"domain::hrw","hrw","NotApplicable",-1,0,0,"domain",
,"domain::barrancas","barrancas","NotApplicable",-1,0,0,"domain",
,"domain::blogdoacelio","blogdoacelio","NotApplicable",-1,0,0,"domain",
,"domain::chapecoonline","chapecoonline","NotApplicable",-1,0,0,"domain",
,"domain::jornalcidadeurgente","jornalcidadeurgente","NotApplicable",-1,0,0,"domain",
,"domain::jeanpaulprates","jeanpaulprates","NotApplicable",-1,0,0,"domain",
,"domain::oextra.net","oextra.net","NotApplicable",-1,0,0,"domain",
,"domain::thomazrural","thomazrural","NotApplicable",-1,0,0,"domain",
,"domain::pelavidadasmulheres","pelavidadasmulheres","NotApplicable",-1,0,0,"domain",
,"domain::rondoniaovivo","rondoniaovivo","NotApplicable",-1,0,0,"domain",
,"domain::sindcop","sindcop","NotApplicable",-1,0,0,"domain",
,"domain::meiahora","meiahora","NotApplicable",-1,0,0,"domain",
,"domain::redeconexaofm","redeconexaofm","NotApplicable",-1,0,0,"domain",
,"domain::jornalja","jornalja","NotApplicable",-1,0,0,"domain",
,"domain::campomaioremfoco","campomaioremfoco","NotApplicable",-1,0,0,"domain",
,"domain::trf4.jus.br","trf4.jus.br","NotApplicable",-1,0,0,"domain",
,"domain::lunetas","lunetas","NotApplicable",-1,0,0,"domain",
,"domain::bandnewsfm","bandnewsfm","NotApplicable",-1,0,0,"domain",
,"domain::correiodooeste","correiodooeste","NotApplicable",-1,0,0,"domain",
,"domain::camaraitaqui.rs.gov.br","camaraitaqui.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::ibuzz.online","ibuzz.online","NotApplicable",-1,0,0,"domain",
,"domain::entreriosjornal","entreriosjornal","NotApplicable",-1,0,0,"domain",
,"domain::pv","pv","NotApplicable",-1,0,0,"domain",
,"domain::repam","repam","NotApplicable",-1,0,0,"domain",
,"domain::opendemocracy.net","opendemocracy.net","NotApplicable",-1,0,0,"domain",
,"domain::gabinetona","gabinetona","NotApplicable",-1,0,0,"domain",
,"domain::saeb.ba.gov.br","saeb.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::marilianoticia","marilianoticia","NotApplicable",-1,0,0,"domain",
,"domain::causaoperaria","causaoperaria","NotApplicable",-1,0,0,"domain",
,"domain::cbsnews","cbsnews","NotApplicable",-1,0,0,"domain",
,"domain::indigenistasassociados","indigenistasassociados","NotApplicable",-1,0,0,"domain",
,"domain::uneb.br","uneb.br","NotApplicable",-1,0,0,"domain",
,"domain::aliancalgbti","aliancalgbti","NotApplicable",-1,0,0,"domain",
,"domain::noticiapreta","noticiapreta","NotApplicable",-1,0,0,"domain",
,"domain::portalstylo","portalstylo","NotApplicable",-1,0,0,"domain",
,"domain::gamesbras","gamesbras","NotApplicable",-1,0,0,"domain",
,"domain::enquantoissonomaranhao","enquantoissonomaranhao","NotApplicable",-1,0,0,"domain",
,"domain::pebmed","pebmed","NotApplicable",-1,0,0,"domain",
,"domain::belemdobrejodocruz.pb.gov.br","belemdobrejodocruz.pb.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::jornadadeagroecologia","jornadadeagroecologia","NotApplicable",-1,0,0,"domain",
,"domain::gazetanews","gazetanews","NotApplicable",-1,0,0,"domain",
,"domain::jornaldebeltrao","jornaldebeltrao","NotApplicable",-1,0,0,"domain",
,"domain::oabpr","oabpr","NotApplicable",-1,0,0,"domain",
,"domain::justocantins","justocantins","NotApplicable",-1,0,0,"domain",
,"domain::centrodombosco","centrodombosco","NotApplicable",-1,0,0,"domain",
,"domain::aroldomartins","aroldomartins","NotApplicable",-1,0,0,"domain",
,"domain::pontalemfoco","pontalemfoco","NotApplicable",-1,0,0,"domain",
,"domain::falacajazeiras","falacajazeiras","NotApplicable",-1,0,0,"domain",
,"domain::semprequestione","semprequestione","NotApplicable",-1,0,0,"domain",
,"domain::agenciasertao","agenciasertao","NotApplicable",-1,0,0,"domain",
,"domain::tchiluanda.github.io","tchiluanda.github.io","NotApplicable",-1,0,0,"domain",
,"domain::tribunadecianorte","tribunadecianorte","NotApplicable",-1,0,0,"domain",
,"domain::6minutos","6minutos","NotApplicable",-1,0,0,"domain",
,"domain::cms.ba.gov.br","cms.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::veto52","veto52","NotApplicable",-1,0,0,"domain",
,"domain::portalcoren-rs.gov.br","portalcoren-rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::adrianaventura","adrianaventura","NotApplicable",-1,0,0,"domain",
,"domain::acu.link","acu.link","NotApplicable",-1,0,0,"domain",
,"domain::pfarma","pfarma","NotApplicable",-1,0,0,"domain",
,"domain::conservative","conservative","NotApplicable",-1,0,0,"domain",
,"domain::menudodia","menudodia","NotApplicable",-1,0,0,"domain",
,"domain::capital.sp.gov.br","capital.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::umbrasil","umbrasil","NotApplicable",-1,0,0,"domain",
,"domain::ssp.ba.gov.br","ssp.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::maiscuritiba","maiscuritiba","NotApplicable",-1,0,0,"domain",
,"domain::defesa.tv.br","defesa.tv.br","NotApplicable",-1,0,0,"domain",
,"domain::einstein.br","einstein.br","NotApplicable",-1,0,0,"domain",
,"domain::oestadoce","oestadoce","NotApplicable",-1,0,0,"domain",
,"domain::noticiamax","noticiamax","NotApplicable",-1,0,0,"domain",
,"domain::correiodopovogo","correiodopovogo","NotApplicable",-1,0,0,"domain",
,"domain::lexlatin","lexlatin","NotApplicable",-1,0,0,"domain",
,"domain::channelnewsasia","channelnewsasia","NotApplicable",-1,0,0,"domain",
,"domain::icarros","icarros","NotApplicable",-1,0,0,"domain",
,"domain::brasildefators","brasildefators","NotApplicable",-1,0,0,"domain",
,"domain::believenews","believenews","NotApplicable",-1,0,0,"domain",
,"domain::odiariodonoroeste","odiariodonoroeste","NotApplicable",-1,0,0,"domain",
,"domain::cavok","cavok","NotApplicable",-1,0,0,"domain",
,"domain::reporternordeste","reporternordeste","NotApplicable",-1,0,0,"domain",
,"domain::eassim","eassim","NotApplicable",-1,0,0,"domain",
,"domain::orbisdefense.blogspot","orbisdefense.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::strawpoll","strawpoll","NotApplicable",-1,0,0,"domain",
,"domain::jd1noticias","jd1noticias","NotApplicable",-1,0,0,"domain",
,"domain::diariodolitoral","diariodolitoral","NotApplicable",-1,0,0,"domain",
,"domain::brasilianoticias.ong.br","brasilianoticias.ong.br","NotApplicable",-1,0,0,"domain",
,"domain::blogdomontanha","blogdomontanha","NotApplicable",-1,0,0,"domain",
,"domain::brasil364","brasil364","NotApplicable",-1,0,0,"domain",
,"domain::ufvjm.edu.br","ufvjm.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::portalcruzdasalmasnews","portalcruzdasalmasnews","NotApplicable",-1,0,0,"domain",
,"domain::blocosderua","blocosderua","NotApplicable",-1,0,0,"domain",
,"domain::emtempocn","emtempocn","NotApplicable",-1,0,0,"domain",
,"domain::agendacapital","agendacapital","NotApplicable",-1,0,0,"domain",
,"domain::comprerural","comprerural","NotApplicable",-1,0,0,"domain",
,"domain::blogdocaminhoneiro","blogdocaminhoneiro","NotApplicable",-1,0,0,"domain",
,"domain::drleonardomt","drleonardomt","NotApplicable",-1,0,0,"domain",
,"domain::redepeabirus","redepeabirus","NotApplicable",-1,0,0,"domain",
,"domain::buff.ly","buff.ly","NotApplicable",-1,0,0,"domain",
,"domain::rd1","rd1","NotApplicable",-1,0,0,"domain",
,"domain::feliperigoni","feliperigoni","NotApplicable",-1,0,0,"domain",
,"domain::radioipiranga","radioipiranga","NotApplicable",-1,0,0,"domain",
,"domain::altotaquariempauta","altotaquariempauta","NotApplicable",-1,0,0,"domain",
,"domain::salesianos.br","salesianos.br","NotApplicable",-1,0,0,"domain",
,"domain::matinal.news","matinal.news","NotApplicable",-1,0,0,"domain",
,"domain::jc","jc","NotApplicable",-1,0,0,"domain",
,"domain::newsatual","newsatual","NotApplicable",-1,0,0,"domain",
,"domain::paraiba.pb.gov.br","paraiba.pb.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::criatives","criatives","NotApplicable",-1,0,0,"domain",
,"domain::sindipetro","sindipetro","NotApplicable",-1,0,0,"domain",
,"domain::vaitersamia","vaitersamia","NotApplicable",-1,0,0,"domain",
,"domain::caiubinoticias","caiubinoticias","NotApplicable",-1,0,0,"domain",
,"domain::crb1","crb1","NotApplicable",-1,0,0,"domain",
